bedrooms,bathrooms,floors,waterfront,view,condition,basement,marla,price
3,2,1,0,0,4,0,4.334235687,4687500
3,2,1,0,0,4,0,4.334235687,5248750
3,2,1,0,0,4,0,4.334235687,9750000
3,2,1,0,0,4,0,4.334235687,664750000
3,2,1,0,0,5,0,4.334235687,7475000
2,2,2,0,0,3,1,4.334235687,8625000
2,2,1,0,0,3,0,4.334235687,6437500
2,1,1,0,0,3,0,4.334235687,4000000
3,1,2,0,0,3,0,4.334235687,7062725
3,1,1,0,0,4,0,4.334235687,5125000
3,1,1,0,0,4,0,4.334235687,8250000
3,1,1,0,0,4,0,4.334235687,9949750
2,1,1,0,0,4,0,4.334235687,6875000
2,2,1,0,0,3,1,4.370966498,11025000
3,2,1,0,0,3,0,4.370966498,5000000
3,2,1,0,0,3,1,4.370966498,12500000
3,2,1,0,0,4,0,4.370966498,5875000
3,2,2,0,0,5,0,4.370966498,6125000
3,2,2,0,0,3,0,4.370966498,5725000
2,1,1,0,0,4,0,4.370966498,4875000
2,1,1,0,0,3,1,4.370966498,5725000
2,1,1,0,0,3,0,4.370966498,7398750
2,1,1,0,0,3,0,4.370966498,9562500
3,1,1,0,0,4,0,4.370966498,9375000
3,1,1,0,0,4,0,4.407697309,5375000
3,2,1,0,0,3,0,4.407697309,5560000
3,2,1,0,0,3,0,4.407697309,6250000
3,2,1,0,0,3,1,4.407697309,10500000
3,2,1,0,0,3,1,4.407697309,17962500
3,2,3,0,0,3,0,4.407697309,8000000
3,2,1,0,0,4,0,4.407697309,5723750
3,2,1,0,0,4,0,4.407697309,6062500
3,2,1,0,0,4,0,4.407697309,10000000
3,2,1,0,0,5,0,4.407697309,10750000
4,2,1,0,0,3,0,4.407697309,5250000
2,2,2,0,0,3,1,4.407697309,11375000
2,2,3,0,0,3,0,4.407697309,12605000
4,1,2,0,0,3,0,4.407697309,3383325
4,1,2,0,0,3,0,4.407697309,5500000
4,1,2,0,0,3,0,4.407697309,6000000
2,1,2,0,0,2,0,4.407697309,4250000
2,1,1,0,0,4,0,4.407697309,5800000
2,1,1,0,0,3,1,4.407697309,6125000
2,1,1,0,0,3,1,4.407697309,11250000
3,1,1,0,0,5,0,4.407697309,8497500
3,1,1,0,0,4,0,4.407697309,2708325
3,1,1,0,0,4,0,4.407697309,6875000
3,1,1,0,0,4,0,4.407697309,9350000
3,1,1,0,0,3,1,4.407697309,7000000
3,1,1,0,0,3,0,4.407697309,4125000
3,1,1,0,0,3,0,4.407697309,4126250
2,1,1,0,2,5,0,4.407697309,6375000
3,2,3,0,0,3,0,4.44442812,8625000
3,2,1,0,0,4,1,4.44442812,7625000
3,2,1,0,0,4,0,4.44442812,5375000
4,2,1,0,0,4,0,4.44442812,12082500
2,2,2,0,0,3,0,4.44442812,8929650
2,2,2,0,0,3,0,4.44442812,8939050
2,2,1,0,0,3,0,4.44442812,8562500
4,1,2,0,0,3,0,4.44442812,11300000
2,1,1,0,0,2,0,4.44442812,5875000
2,1,1,0,0,3,1,4.44442812,9500000
3,1,2,0,0,3,0,4.44442812,7125000
3,1,2,0,0,4,0,4.44442812,11000000
3,1,2,0,0,4,0,4.44442812,13225000
3,1,1,0,0,2,0,4.44442812,4000000
3,1,1,0,0,3,0,4.44442812,7498750
3,1,1,0,0,3,0,4.44442812,8123750
3,1,1,0,1,3,0,4.44442812,16500000
3,2,3,0,0,3,0,4.44442812,12500000
3,2,3,0,0,3,0,4.451774282,8500000
3,2,2,0,0,3,1,4.481158931,11425000
3,2,1,0,0,3,0,4.481158931,4375000
3,2,1,0,0,3,0,4.481158931,4437500
3,2,1,0,0,3,0,4.481158931,6275000
3,2,3,0,0,3,0,4.481158931,7650000
3,2,3,0,0,3,0,4.481158931,8875000
4,2,1,0,0,3,0,4.481158931,7750000
4,2,1,0,0,3,0,4.481158931,10450000
2,2,1,0,0,3,0,4.481158931,5387500
2,2,2,0,0,4,0,4.481158931,4200000
2,2,1,0,0,5,1,4.481158931,6325000
2,1,1,0,0,4,0,4.481158931,9250000
2,1,1,0,0,3,1,4.481158931,6375000
2,1,1,0,0,3,1,4.481158931,12475000
3,1,1,0,0,4,0,4.481158931,7500000
3,1,1,0,0,3,0,4.481158931,8714500
3,1,1,0,0,3,0,4.481158931,9625000
2,1,1,0,0,3,0,4.517889741,10875000
3,2,2,0,0,3,1,4.517889741,10875000
3,2,1,0,0,3,0,4.517889741,7000000
3,2,1,0,0,3,0,4.517889741,9625000
3,2,1,0,0,3,1,4.517889741,10000000
3,2,1,0,0,4,0,4.517889741,3750000
3,2,1,0,0,4,0,4.517889741,4375000
3,2,1,0,0,4,0,4.517889741,5998750
3,2,1,0,0,4,0,4.517889741,11875000
3,2,2,0,0,5,0,4.517889741,5000000
2,2,2,0,0,3,1,4.517889741,9500000
2,2,2,0,0,3,1,4.517889741,9675000
2,2,2,0,0,3,1,4.517889741,11500000
2,2,2,0,0,3,1,4.517889741,11975000
2,2,2,0,0,3,1,4.517889741,12250000
2,2,2,0,0,5,0,4.517889741,15900000
4,1,2,0,0,3,0,4.517889741,6318750
2,1,2,0,0,4,1,4.517889741,9375000
2,1,1,0,0,3,1,4.517889741,11000000
3,1,1,0,0,5,0,4.517889741,9675000
3,1,1,0,0,4,0,4.517889741,5737500
3,1,1,0,0,4,0,4.517889741,6250000
3,1,1,0,0,4,0,4.517889741,15175000
3,1,1,0,0,3,0,4.517889741,5125000
3,1,1,0,0,3,0,4.517889741,20975000
3,2,3,0,0,3,0,4.525235904,8600000
3,2,1,0,0,3,0,4.554620552,7448750
3,2,1,0,0,3,0,4.554620552,10125000
3,2,1,0,0,3,1,4.554620552,10025000
3,2,3,0,0,3,0,4.554620552,13575000
3,2,1,0,0,4,0,4.554620552,8625000
3,2,1,0,0,4,0,4.554620552,8675000
3,2,1,0,0,4,0,4.554620552,13075000
3,2,2,0,0,5,0,4.554620552,16574750
4,2,1,0,0,3,1,4.554620552,9375000
4,2,1,0,0,3,0,4.554620552,5500000
2,2,2,0,0,3,0,4.554620552,4362500
2,2,2,0,0,3,0,4.554620552,8250000
2,2,2,0,0,3,0,4.554620552,9068750
2,2,2,0,0,3,0,4.554620552,11125000
2,2,1,0,0,5,0,4.554620552,11775000
2,1,2,0,0,3,0,4.554620552,13625000
2,1,1,0,0,3,0,4.554620552,5375000
2,1,1,0,0,3,0,4.554620552,12625000
3,1,2,0,0,5,0,4.554620552,13248750
3,1,1,0,0,4,0,4.554620552,5250000
3,1,1,0,0,4,0,4.554620552,9750000
3,1,1,0,0,4,0,4.554620552,16500000
4,3,1,0,0,3,1,4.554620552,10000000
2,1,1,0,1,3,1,4.554620552,8875000
2,1,1,0,1,4,1,4.554620552,13975000
3,4,2,0,0,3,1,4.554620552,10887500
3,1,2,0,0,3,0,4.591351363,5825000
3,2,1,0,0,3,0,4.591351363,6325000
3,2,1,0,0,5,0,4.591351363,9750000
3,2,1,0,0,5,0,4.591351363,10250000
3,2,2,0,0,5,0,4.591351363,13250000
4,2,1,0,0,5,0,4.591351363,9785000
2,2,1,0,0,4,0,4.591351363,7475000
5,2,1,0,0,4,0,4.591351363,11550000
2,1,1,0,0,4,0,4.591351363,9125000
2,1,1,0,0,3,1,4.591351363,11487500
3,2,1,0,0,3,0,4.591351363,5625000
3,1,2,0,0,4,1,4.591351363,17800000
3,1,1,0,0,5,0,4.591351363,2750000
3,1,1,0,0,2,1,4.591351363,3875000
3,1,1,0,0,4,0,4.591351363,5875000
3,1,1,0,0,4,0,4.591351363,8160725
3,1,1,0,0,4,0,4.591351363,9625000
3,1,1,0,0,3,0,4.591351363,8250000
3,3,2,0,0,3,1,4.591351363,11250000
3,2,3,0,2,3,0,4.591351363,12000000
3,2,3,0,0,3,0,4.609716769,7800000
2,1,2,0,0,5,0,4.628082174,10875000
3,2,2,0,0,3,0,4.628082174,13075000
3,2,2,0,0,3,1,4.628082174,6125000
3,2,1,0,0,3,0,4.628082174,6050000
3,2,1,0,0,3,0,4.628082174,6125000
3,2,1,0,0,3,0,4.628082174,11643750
3,2,3,0,0,3,0,4.628082174,11975000
3,2,1,0,0,4,0,4.628082174,5012500
3,2,1,0,0,4,0,4.628082174,6125000
3,2,1,0,0,4,0,4.628082174,9750000
2,2,2,0,0,3,0,4.628082174,9350000
2,2,3,0,0,3,0,4.628082174,8750000
2,2,3,0,0,3,0,4.628082174,12125000
5,2,2,0,0,3,0,4.628082174,16250000
2,1,1,0,0,4,0,4.628082174,10125000
2,1,1,0,0,3,1,4.628082174,10300000
2,1,1,0,0,3,1,4.628082174,10912500
3,1,1,0,0,3,1,4.628082174,8550000
3,1,1,0,0,3,0,4.628082174,7500000
3,1,1,0,0,3,0,4.664812985,8675000
3,2,2,0,0,3,1,4.664812985,9650000
3,2,2,0,0,3,1,4.664812985,11675000
3,2,2,0,0,3,1,4.664812985,14850000
3,2,1,0,0,3,0,4.664812985,8737500
3,2,2,0,0,3,0,4.664812985,4019925
3,2,1,0,0,3,0,4.664812985,10375000
3,2,1,0,0,3,0,4.664812985,11625000
3,2,1,0,0,3,1,4.664812985,8650000
3,2,3,0,0,3,0,4.664812985,9000000
3,2,2,0,0,3,0,4.664812985,7000000
3,2,3,0,0,3,0,4.664812985,9248750
3,2,3,0,0,3,0,4.664812985,11000000
3,2,3,0,0,3,0,4.664812985,11000000
3,2,3,0,0,3,0,4.664812985,11142500
3,2,1,0,0,4,0,4.664812985,6162500
3,2,1,0,0,2,1,4.664812985,6500000
2,2,3,0,0,3,0,4.664812985,10950000
2,1,1,0,0,4,1,4.664812985,5875000
2,1,1,0,0,4,1,4.664812985,8875000
2,1,1,0,0,3,1,4.664812985,15375000
3,1,2,0,0,3,0,4.664812985,3825000
3,1,1,0,0,4,0,4.664812985,6922500
3,2,2,0,0,3,0,4.664812985,8284175
2,3,2,0,0,3,1,4.664812985,13275000
3,1,2,0,2,3,0,4.664812985,10875000
4,2,1,0,0,3,1,4.701543796,14375000
2,2,2,0,0,3,1,4.701543796,9250000
3,1,2,0,0,4,0,4.701543796,7600000
3,1,2,0,0,3,0,4.701543796,11950000
3,1,1,0,0,3,0,4.701543796,9200000
3,2,2,0,0,4,0,4.701543796,6050000
3,2,1,0,0,4,0,4.701543796,7926550
3,2,3,0,0,3,0,4.701543796,8875000
3,1,1,0,0,5,0,4.738274607,5125000
3,1,1,0,0,4,0,4.738274607,8998750
3,1,1,0,0,3,1,4.738274607,9305500
3,2,1,0,0,5,0,4.738274607,16187500
3,2,3,0,0,3,0,4.738274607,11000000
3,2,2,0,0,4,0,4.738274607,15125000
4,2,2,0,0,4,0,4.738274607,13725000
2,2,3,0,0,3,0,4.738274607,12500000
4,1,2,0,0,3,0,4.738274607,4341675
2,1,2,0,0,3,0,4.738274607,6625000
2,1,1,0,0,4,0,4.738274607,10151550
2,2,2,0,0,3,1,4.756640012,12175700
3,3,3,0,0,3,0,4.760313093,9998750
3,2,1,0,0,4,1,4.775005418,6750000
3,2,2,0,0,3,0,4.775005418,13400000
3,2,2,0,0,3,1,4.775005418,14062500
3,2,1,0,0,3,0,4.775005418,6127500
3,2,1,0,0,3,0,4.775005418,9125000
3,2,1,0,0,3,0,4.775005418,9625000
3,2,1,0,0,3,0,4.775005418,10625000
3,2,1,0,0,3,0,4.775005418,10750000
3,2,1,0,0,3,0,4.775005418,12550000
3,2,1,0,0,3,0,4.775005418,13500000
3,2,1,0,0,3,1,4.775005418,11259650
3,2,1,0,0,4,0,4.775005418,12550000
3,2,1,0,0,5,1,4.775005418,11550000
3,2,1,0,0,5,0,4.775005418,15625000
3,2,2,0,0,5,0,4.775005418,7175000
4,2,1,0,0,4,0,4.775005418,5748750
4,2,1,0,0,3,0,4.775005418,7800000
2,2,2,0,0,3,0,4.775005418,11000000
2,1,2,0,0,4,0,4.775005418,5625000
2,1,1,0,0,5,0,4.775005418,4375000
3,1,2,0,0,3,0,4.775005418,11375000
3,1,1,0,0,4,0,4.775005418,0
3,1,1,0,0,4,0,4.775005418,5925000
3,3,1,0,0,3,1,4.775005418,6125000
2,2,1,0,2,3,0,4.775005418,17125000
3,3,1,0,0,3,0,4.811736229,0
4,2,1,0,0,3,1,4.811736229,6280000
2,2,2,0,0,3,0,4.811736229,5450000
2,2,2,0,0,3,0,4.811736229,11375000
2,2,2,0,0,3,1,4.811736229,12500000
4,1,2,0,0,3,1,4.811736229,6651675
2,1,1,0,0,4,1,4.811736229,6325000
3,1,1,0,0,3,1,4.811736229,3750000
4,2,1,0,0,4,0,4.811736229,7600000
3,2,1,0,0,3,0,4.811736229,8425000
3,2,1,0,0,3,0,4.811736229,9125000
3,2,1,0,0,3,1,4.811736229,10700000
3,2,1,0,0,3,1,4.811736229,17925000
3,2,1,0,0,3,0,4.811736229,6050000
3,2,1,0,0,4,0,4.811736229,6247500
3,2,1,0,0,4,0,4.811736229,10875000
3,2,1,0,0,4,0,4.811736229,10925000
3,1,1,0,0,4,0,4.84846704,5150000
3,1,1,0,0,4,0,4.84846704,6475000
3,1,1,0,0,3,1,4.84846704,5812500
3,1,1,0,0,3,0,4.84846704,3750000
3,1,1,0,0,3,0,4.84846704,4912500
3,1,1,0,0,3,0,4.84846704,9250000
3,3,2,0,0,3,1,4.84846704,9625000
2,1,1,0,1,3,0,4.84846704,11288875
3,2,2,0,0,4,0,4.84846704,10250000
3,2,2,0,0,3,0,4.84846704,13500000
3,2,1,0,0,3,0,4.84846704,8175000
3,2,1,0,0,3,0,4.84846704,16250000
3,2,1,0,0,3,1,4.84846704,13250000
3,2,1,0,0,5,0,4.84846704,6293750
3,2,1,0,0,5,0,4.84846704,7825000
3,2,2,0,0,5,0,4.84846704,16500000
4,2,1,0,0,4,0,4.84846704,12750000
4,1,2,0,0,3,0,4.84846704,9687500
2,1,2,0,0,4,0,4.84846704,9875000
2,1,1,0,0,4,0,4.84846704,5375000
2,1,1,0,0,3,1,4.84846704,6375000
2,1,1,0,0,3,1,4.84846704,10625000
2,1,1,0,0,3,0,4.84846704,11175000
3,1,2,0,0,3,0,4.84846704,5037500
3,1,2,0,0,3,0,4.84846704,11600000
3,2,1,0,0,4,0,4.885197851,10516075
3,2,1,0,0,3,0,4.885197851,5625000
3,2,1,0,0,3,0,4.885197851,5900000
3,2,1,0,0,3,0,4.885197851,19675000
3,2,1,0,0,4,1,4.885197851,6000000
3,2,1,0,0,4,0,4.885197851,4575000
3,2,1,0,0,4,0,4.885197851,5450000
4,2,1,0,0,4,0,4.885197851,5896675
4,2,2,0,0,3,0,4.885197851,13500000
2,2,2,0,0,3,0,4.885197851,8875000
2,2,1,0,0,3,0,4.885197851,6000000
2,2,1,0,0,4,1,4.885197851,14125000
3,1,2,0,0,5,0,4.885197851,4937500
3,1,2,0,0,3,0,4.885197851,7000000
3,1,1,0,0,3,1,4.885197851,10125000
3,1,1,0,0,3,0,4.885197851,5874975
3,1,1,0,0,3,0,4.885197851,22500000
3,1,1,0,0,4,0,4.921928661,3118500
3,2,2,0,0,4,0,4.921928661,13625000
3,2,1,0,0,4,0,4.921928661,5575000
3,2,1,0,0,4,0,4.921928661,5975000
3,2,1,0,0,4,0,4.921928661,10425000
2,2,2,0,0,3,1,4.921928661,8625000
2,2,1,0,0,3,0,4.921928661,10375000
3,2,1,0,0,3,0,4.921928661,5375000
3,2,3,0,0,3,0,4.921928661,9400000
3,1,1,0,0,4,0,4.921928661,5153375
3,1,1,0,0,4,0,4.921928661,11975000
3,1,1,0,0,3,1,4.921928661,13250000
3,1,1,0,0,3,0,4.921928661,2945825
2,1,1,0,2,3,0,4.921928661,7500000
3,2,1,0,0,3,1,4.921928661,4650000
3,2,2,0,0,3,0,4.921928661,7825000
3,2,3,0,0,3,0,4.947640229,8025000
2,3,2,0,0,3,1,4.958659472,10137500
2,1,1,0,2,4,0,4.958659472,6922500
2,2,2,0,0,3,1,4.958659472,9875000
3,2,2,0,0,3,0,4.958659472,15325000
3,2,2,0,0,3,1,4.958659472,11712500
3,2,1,0,0,3,0,4.958659472,8062500
3,2,1,0,0,3,0,4.958659472,8125000
3,2,1,0,0,3,1,4.958659472,7750000
3,2,3,0,0,3,1,4.958659472,9873750
3,2,3,0,0,3,0,4.958659472,11925000
3,2,1,0,0,5,0,4.958659472,5275000
4,2,3,0,0,3,0,4.958659472,7219750
2,2,1,0,0,3,0,4.958659472,8375000
2,2,1,0,0,3,0,4.958659472,10700000
2,2,1,0,0,3,0,4.958659472,10725000
2,2,1,0,0,3,0,4.958659472,12470000
4,1,1,0,0,3,0,4.958659472,5000000
3,1,2,0,0,3,0,4.958659472,4000000
3,1,1,0,0,4,1,4.958659472,8825000
3,2,3,0,0,3,0,4.966005635,8125000
3,2,2,0,0,3,0,4.995390283,17575000
3,2,3,0,0,3,0,4.995390283,8975000
3,2,3,0,0,3,1,4.995390283,13375000
3,2,2,0,0,4,1,4.995390283,10750000
3,2,1,0,0,4,0,4.995390283,8712500
3,2,2,0,0,5,0,4.995390283,6000000
4,2,2,0,0,4,0,4.995390283,9987500
2,2,2,0,0,3,1,4.995390283,13841250
2,2,1,0,0,3,1,4.995390283,7500000
2,2,1,0,0,3,1,4.995390283,12200000
4,1,1,0,0,3,0,4.995390283,0
4,1,2,0,0,3,0,4.995390283,12787500
3,1,1,0,0,3,0,4.995390283,5873750
3,4,2,0,0,3,1,4.995390283,9925000
3,4,2,0,0,3,1,4.995390283,12875000
4,2,1,0,0,3,1,4.995390283,6585000
3,2,1,0,0,3,0,5.032121094,6180000
3,2,2,0,0,3,1,5.032121094,9200000
3,2,1,0,0,3,0,5.032121094,6448750
3,2,3,0,0,3,0,5.032121094,10827775
3,2,1,0,0,4,0,5.032121094,4625000
3,2,1,0,0,4,0,5.032121094,8000000
3,2,1,0,0,5,0,5.032121094,2082500
3,2,1,0,0,5,0,5.032121094,9287500
3,2,1,0,0,5,1,5.032121094,21250000
4,2,1,0,0,3,1,5.032121094,9250000
4,2,2,0,0,3,0,5.032121094,15125100
2,2,2,0,0,3,1,5.032121094,11150000
2,2,1,0,0,5,0,5.032121094,10248750
6,1,2,0,0,3,1,5.032121094,4375000
4,1,1,0,0,3,0,5.032121094,7500000
3,1,2,0,0,3,0,5.032121094,8387500
3,1,2,0,0,3,0,5.032121094,11975000
3,1,1,0,0,3,0,5.032121094,7675000
3,3,2,0,0,3,1,5.032121094,9750000
2,2,3,0,0,3,0,5.068851905,13725000
3,2,1,0,0,3,0,5.068851905,6875000
3,2,1,0,0,3,0,5.068851905,16000000
3,2,1,0,0,3,1,5.068851905,4875000
3,2,3,0,0,3,0,5.068851905,8750000
3,2,1,0,0,4,0,5.068851905,7375000
3,2,1,0,0,5,0,5.068851905,16250000
2,2,2,0,0,3,1,5.068851905,7125000
3,2,2,0,0,3,0,5.068851905,13750000
2,2,3,0,0,3,0,5.068851905,13800000
2,1,1,0,0,4,1,5.068851905,11250000
2,1,1,0,0,3,1,5.068851905,6700000
3,3,3,0,0,3,0,5.068851905,12050000
3,2,1,0,0,3,0,5.068851905,6800000
3,2,1,0,0,3,0,5.068851905,5248750
3,3,2,0,0,3,1,5.083544229,14375000
3,3,2,0,0,3,1,5.105582716,6875000
3,2,1,0,3,4,1,5.105582716,7023750
3,2,3,0,0,3,0,5.105582716,9373750
3,2,1,0,0,3,0,5.105582716,6875000
3,2,1,0,0,3,1,5.105582716,6750000
3,2,1,0,0,4,0,5.105582716,6150000
3,2,1,0,0,4,0,5.105582716,6533750
4,2,1,0,0,3,1,5.105582716,10000000
2,2,2,0,0,3,0,5.105582716,4673750
2,2,1,0,0,4,0,5.105582716,5412500
4,1,1,0,0,3,0,5.105582716,5850000
4,1,2,0,0,4,0,5.105582716,10437500
4,1,1,0,0,3,1,5.105582716,16427500
3,1,2,0,0,4,0,5.105582716,7475000
3,1,2,0,0,3,0,5.105582716,8525000
3,1,1,0,0,4,0,5.105582716,5750000
3,1,1,0,0,4,0,5.105582716,7975000
3,1,1,0,0,3,0,5.105582716,5750000
2,1,2,0,0,4,0,5.112928878,8750000
2,1,1,0,0,3,0,5.127621202,5625000
3,2,2,0,0,3,0,5.142313527,6250000
3,1,2,0,0,3,0,5.142313527,6675000
3,2,2,0,0,3,0,5.142313527,9362500
3,2,2,0,0,4,1,5.142313527,13450000
3,2,2,0,0,4,0,5.142313527,10250000
3,2,1,0,0,4,0,5.142313527,5437500
3,2,1,0,0,4,0,5.142313527,5750000
3,2,1,0,0,4,0,5.142313527,8931250
3,2,1,0,0,4,0,5.142313527,12788875
3,2,1,0,0,5,0,5.142313527,6335000
3,2,1,0,0,3,0,5.142313527,5875000
3,2,1,0,0,2,1,5.142313527,7875000
2,1,1,0,0,3,1,5.142313527,4500000
3,2,4,0,0,3,0,5.142313527,14087500
3,1,1,0,0,4,0,5.142313527,3705650
3,1,1,0,0,3,0,5.142313527,6150000
3,1,1,0,0,3,0,5.142313527,8748750
2,3,3,0,0,3,0,5.142313527,11870000
3,2,1,0,0,3,1,5.142313527,6000000
3,2,1,0,0,3,0,5.142313527,11250000
3,2,1,0,0,3,1,5.142313527,12756250
3,2,1,0,0,3,1,5.142313527,5625000
3,2,3,0,0,3,0,5.142313527,10625000
2,2,2,0,0,3,1,5.160678932,10125000
3,2,3,0,0,3,0,5.171698176,10407150
3,1,1,0,0,4,0,5.179044338,4974875
2,3,2,0,0,3,1,5.179044338,10125000
3,3,3,0,0,3,0,5.179044338,9550000
3,3,3,0,0,3,0,5.179044338,10725000
3,2,1,0,2,3,1,5.179044338,8812500
3,2,2,0,0,3,1,5.179044338,9775000
3,2,2,0,0,3,0,5.179044338,6575000
3,2,2,0,0,3,1,5.179044338,9437500
3,2,2,0,0,3,1,5.179044338,9487500
3,2,1,0,0,3,0,5.179044338,5748750
3,2,1,0,0,3,0,5.179044338,5997500
3,2,1,0,0,3,0,5.179044338,6125000
3,2,1,0,0,3,0,5.179044338,9187500
3,2,1,0,0,3,0,5.179044338,11625000
3,2,1,0,0,3,0,5.179044338,12036250
3,2,3,0,0,3,0,5.179044338,10152500
3,2,3,0,0,3,0,5.179044338,12500000
3,2,2,0,0,4,0,5.179044338,10450000
3,2,1,0,0,4,1,5.179044338,14750000
3,2,1,0,0,4,0,5.179044338,5500000
3,2,1,0,0,4,0,5.179044338,6812500
3,2,1,0,0,4,0,5.179044338,9137500
2,2,2,0,0,3,1,5.179044338,9997500
2,2,2,0,0,5,0,5.179044338,10997500
5,1,1,0,0,5,1,5.179044338,7395800
4,1,1,0,0,3,1,5.179044338,10325000
4,1,2,0,0,5,0,5.179044338,14075000
3,1,2,0,0,4,0,5.179044338,17500000
3,1,1,0,0,4,1,5.179044338,10250000
3,2,2,0,0,3,0,5.190063581,7170000
3,2,1,0,0,3,0,5.215775149,3412500
3,2,2,0,0,3,0,5.215775149,12125000
3,2,2,0,0,3,1,5.215775149,8625000
3,2,1,0,0,3,0,5.215775149,9275000
3,2,3,0,0,3,0,5.215775149,10875000
3,2,3,0,0,3,0,5.215775149,11375000
3,2,3,0,0,3,0,5.215775149,12750000
3,2,3,0,0,3,0,5.215775149,12750000
3,2,3,0,0,3,0,5.215775149,13098750
3,2,1,0,0,4,1,5.215775149,6500000
3,2,1,0,0,4,1,5.215775149,7750000
4,2,2,0,0,4,0,5.215775149,13375000
2,1,1,0,0,3,1,5.215775149,9000000
2,2,2,0,2,5,0,5.215775149,14812500
3,1,2,0,0,4,0,5.25250596,10000000
3,2,1,0,0,4,0,5.25250596,6655000
3,2,1,0,0,4,0,5.25250596,12950000
3,2,1,0,0,5,0,5.25250596,8811250
4,2,2,0,0,3,0,5.25250596,12125000
2,2,3,0,0,3,1,5.25250596,12125000
4,1,2,0,0,4,0,5.25250596,5612500
2,1,2,0,0,3,1,5.25250596,15500000
3,1,2,0,0,4,0,5.25250596,7750000
3,2,1,0,0,4,0,5.25250596,4466250
3,1,1,0,0,4,1,5.25250596,13800000
3,1,1,0,0,3,1,5.25250596,11662500
2,3,2,0,0,3,1,5.25250596,11625000
3,2,1,0,0,3,0,5.25250596,8250000
3,2,1,0,0,3,1,5.25250596,4950000
3,2,1,0,0,3,1,5.25250596,11250000
3,2,3,0,0,3,0,5.25250596,8725000
3,2,2,0,0,3,1,5.25250596,11437500
2,1,1,0,0,3,1,5.28923677,11125000
2,1,1,0,0,3,1,5.28923677,14052500
3,1,2,0,0,3,0,5.28923677,14000000
3,1,1,0,0,3,0,5.28923677,7250000
3,2,1,0,2,3,1,5.28923677,6500000
3,2,1,0,0,3,0,5.28923677,10345000
3,2,2,0,0,3,0,5.28923677,8200000
3,2,1,0,0,3,0,5.28923677,5250000
3,2,1,0,0,3,0,5.28923677,6250000
3,2,1,0,0,3,0,5.28923677,9375000
3,2,1,0,0,3,0,5.28923677,12375000
3,2,1,0,0,3,1,5.28923677,6225000
3,2,1,0,0,3,1,5.28923677,7881875
3,2,1,0,0,4,1,5.28923677,5750000
3,2,1,0,0,4,1,5.28923677,6625000
3,2,1,0,0,4,0,5.28923677,11400000
4,2,1,0,0,4,0,5.28923677,25950000
4,2,1,0,0,3,1,5.28923677,9925000
2,2,1,0,0,3,0,5.28923677,10925000
2,2,1,0,0,4,0,5.28923677,5250000
4,1,1,0,0,3,0,5.28923677,3562500
4,1,2,0,0,3,0,5.28923677,12500000
4,1,2,0,0,4,0,5.28923677,13750000
3,2,2,0,0,3,0,5.303929095,10500000
3,2,2,0,0,3,1,5.307602176,9675000
3,2,2,0,0,3,1,5.307602176,9749975
3,2,2,0,0,3,0,5.325967581,12250000
3,2,2,0,0,3,0,5.325967581,6862500
3,2,2,0,0,3,0,5.325967581,8475000
3,2,2,0,0,3,0,5.325967581,10000000
3,2,2,0,0,3,0,5.325967581,10250000
3,2,2,0,0,3,1,5.325967581,11500000
3,2,2,0,0,3,1,5.325967581,12062500
3,2,1,0,0,3,1,5.325967581,8250000
3,2,1,0,0,3,1,5.325967581,10050000
4,2,2,0,0,4,0,5.325967581,11000000
4,2,1,0,0,3,0,5.325967581,9062500
4,2,2,0,0,3,1,5.325967581,5875000
4,1,1,0,0,3,0,5.325967581,6100000
4,1,1,0,0,3,1,5.325967581,6925000
4,1,1,0,0,4,0,5.325967581,10875000
3,1,1,0,0,4,0,5.325967581,7175000
3,1,1,0,0,3,1,5.325967581,6873750
3,1,1,0,0,3,1,5.325967581,7650000
3,3,2,0,0,3,1,5.325967581,8000000
3,1,1,0,1,4,1,5.325967581,13125000
3,2,1,0,0,3,1,5.362698392,8248300
3,2,2,0,0,3,1,5.362698392,13600000
3,2,1,0,0,3,0,5.362698392,5800000
3,2,1,0,0,3,0,5.362698392,7125000
3,2,1,0,0,3,0,5.362698392,7750000
3,2,1,0,0,3,0,5.362698392,8123750
3,2,1,0,0,3,0,5.362698392,9525000
3,2,1,0,0,3,0,5.362698392,10612500
3,2,2,0,0,3,0,5.362698392,7497000
3,2,1,0,0,3,1,5.362698392,6012500
3,2,2,0,0,3,0,5.362698392,13358325
3,2,3,0,0,3,0,5.362698392,8425000
3,2,1,0,0,4,0,5.362698392,9875000
3,2,1,0,0,4,0,5.362698392,11387500
2,2,1,0,0,4,0,5.362698392,5948750
5,1,2,0,0,4,0,5.362698392,5998750
3,1,2,0,0,3,0,5.362698392,10125000
3,1,1,0,0,4,0,5.362698392,5025000
3,1,1,0,0,3,1,5.362698392,13450000
3,3,2,0,0,3,1,5.362698392,8750000
2,2,1,0,2,5,0,5.362698392,25250000
3,2,3,0,0,3,0,5.373717636,9750000
3,2,1,0,0,4,0,5.399429203,12000000
3,2,2,0,0,3,1,5.399429203,10800000
3,2,2,0,0,3,1,5.399429203,12250000
3,2,2,0,0,3,1,5.399429203,13500000
3,2,1,0,0,3,0,5.399429203,7000000
3,2,1,0,0,3,1,5.399429203,11487500
3,2,2,0,0,4,0,5.399429203,11375000
3,2,2,0,0,4,0,5.399429203,14757500
